,artist_id,genre
452,6RRMDZDsUYLdzRCck2x2NI,psychedelic blues-rock
453,3Fg3y3Gx6hwdzb9sEOWHEW,brooklyn indie
454,3Fg3y3Gx6hwdzb9sEOWHEW,hopebeat
455,1OVyBGCKn7vObVIVPXcmLa,alternative metal
456,1OVyBGCKn7vObVIVPXcmLa,christian rock
457,1OVyBGCKn7vObVIVPXcmLa,gymcore
458,1OVyBGCKn7vObVIVPXcmLa,hard alternative
459,1OVyBGCKn7vObVIVPXcmLa,nu metal
460,1OVyBGCKn7vObVIVPXcmLa,post-grunge
461,1OVyBGCKn7vObVIVPXcmLa,post-screamo
462,0AAUWYwZqrnuwkjMCO5OX7,contemporary country
463,0AAUWYwZqrnuwkjMCO5OX7,idol
464,0AAUWYwZqrnuwkjMCO5OX7,modern country rock
465,1cgherQjrb24oyJb9W5FrF,re:techno
466,6cwlhbT6PnscdmUYCLUJsa,atl hip hop
467,6cwlhbT6PnscdmUYCLUJsa,crunk
468,6cwlhbT6PnscdmUYCLUJsa,dirty south rap
469,6cwlhbT6PnscdmUYCLUJsa,gangster rap
470,6cwlhbT6PnscdmUYCLUJsa,pop rap
471,6cwlhbT6PnscdmUYCLUJsa,southern hip hop
472,6cwlhbT6PnscdmUYCLUJsa,trap
473,378dH6EszOLFShpRzAQkVM,bow pop
474,378dH6EszOLFShpRzAQkVM,pop violin
475,2NQEwAVHBNcI0tGMLlWwF1,acoustic pop
476,2NQEwAVHBNcI0tGMLlWwF1,indiecoustica
477,2NQEwAVHBNcI0tGMLlWwF1,neo mellow
478,2NQEwAVHBNcI0tGMLlWwF1,pop rock
